ClipName,Frame,RootT.x,RootT.y,RootT.z,FootLeftT.x,FootLeftT.y,FootLeftT.z,FootRightT.x,FootRightT.y,FootRightT.z,FootLeftV.x,FootLeftV.y,FootLeftV.z,FootRightV.x,FootRightV.y,FootRightV.z,rootV.x,rootV.x,rootV.x,RootQ.x,RootQ.y,RootQ.z,RootQ.w
Turn90Right,98,-321.4689,91.68734,1381.935,-9.522919,-73.45307,-8.688725,4.347036,-82.39574,-25.48289,-0.002990723,0.0003420512,0.1504679,0.00509421,-0.1368853,0.3589692,0.02449687,-5.289714E-05,-0.1246398,0,0,0,1
Turn90Right,99,-321.6541,91.09959,1386.399,-9.294748,-75.30978,0.0378046,4.868812,-81.87801,-28.18499,-0.006171672,-0.01959152,0.1487956,0.00760568,-0.06189016,0.2908843,0.01739252,0.01725744,-0.09007002,0,0,0,1
Turn90Right,100,-321.7742,90.07877,1390.839,-8.819736,-75.63853,9.050276,5.380802,-81.0023,-30.37114,-0.004003906,-0.03402761,0.1480021,0.01583373,-0.01095835,0.3004157,0.01706634,0.02919032,-0.07287166,0,0,0,1
Turn90Right,101,-321.8366,88.94253,1395.281,-8.024492,-74.99941,17.63622,5.60876,-79.99193,-32.61918,-0.002081299,-0.0378746,0.1480794,0.02650814,0.02130381,0.286198,0.007598607,0.0336792,-0.07493464,0,0,0,1
Turn90Right,102,-321.8486,87.74734,1399.752,-6.512254,-73.95251,27.24524,5.789683,-78.79192,-35.23804,-0.0003977458,-0.03983943,0.1490194,0.05040795,0.0348966,0.3203008,0.00603075,0.04000015,-0.08729528,0,0,0,1
Turn90Right,103,-321.8173,86.54967,1404.277,-5.506741,-73.05791,31.06299,5.582648,-77.34737,-38.3381,0.001041667,-0.03992259,0.1508341,0.03351709,0.02982,0.1272584,-0.006901153,0.04815165,-0.1033353,0,0,0,1
Turn90Right,104,-321.7501,85.40594,1408.882,-3.79347,-72.87569,32.30342,6.025445,-75.60332,-42.00863,0.00223999,-0.03812408,0.1535238,0.05710902,0.006074016,0.04134769,0.01475991,0.05813497,-0.1223509,0,0,0,1
Turn90Right,105,-321.6543,84.72585,1413.594,-2.246633,-73.71432,30.08199,6.878392,-73.71698,-45.5315,0.00319519,-0.02266973,0.1570719,0.05156126,-0.0279541,-0.0740476,0.02843154,0.06287816,-0.1174292,0,0,0,1
Turn90Right,106,-321.537,84.97372,1418.44,-1.680627,-75.37067,25.58923,7.823643,-71.88519,-48.56323,0.003910319,0.00826238,0.1615031,0.01886685,-0.05521164,-0.1497587,0.03150838,0.06105957,-0.1010577,0,0,0,1
Turn90Right,107,-321.4055,86.28767,1423.443,-1.449241,-77.63754,19.71861,8.664116,-69.79297,-51.06351,0.004382324,0.04379832,0.1667969,0.007712865,-0.07556254,-0.1956875,0.02801576,0.0697408,-0.08334249,0,0,0,1
Turn90Right,108,-321.2671,88.69598,1428.632,-0.6267496,-80.47889,10.73832,9.807019,-66.67771,-52.55582,0.004612223,0.080277,0.1729655,0.02741638,-0.09471156,-0.2993428,0.03809678,0.1038419,-0.04974365,0,0,0,1
Turn90Right,109,-321.1291,89.29707,1434.032,-0.8240632,-80.94168,3.414857,10.17443,-62.36439,-52.62698,0.004600016,0.02003606,0.1799967,-0.006577118,-0.01542638,-0.2441154,0.01224686,0.1437773,-0.002372106,0,0,0,1
Turn90Right,110,-320.9987,89.12619,1439.67,-0.09947288,-80.56107,-4.390627,11.54892,-58.80694,-50.34726,0.00434672,-0.005695852,0.187911,0.02415301,0.01268692,-0.2601828,0.04581661,0.1185818,0.07599068,0,0,0,1
Turn90Right,111,-320.8832,89.11214,1445.227,0.7221178,-80.52232,-9.258268,12.56894,-57.53078,-46.80753,0.003849284,-0.0004684448,0.1852295,0.02738636,0.001291911,-0.1622547,0.03400052,0.04253871,0.1179909,0,0,0,1
Turn90Right,112,-320.7899,89.71606,1450.397,1.465362,-80.63483,-13.87654,13.40141,-58.40481,-42.60851,0.003112793,0.02013092,0.172347,0.02477481,-0.00375061,-0.1539426,0.02774893,-0.02913437,0.1399676,0,0,0,1
Turn90Right,113,-320.7259,90.61965,1455.224,2.270993,-80.84644,-18.95444,14.19828,-61.40416,-35.7285,0.002132162,0.03011958,0.1609171,0.02685438,-0.007053629,-0.1692631,0.02656244,-0.09997851,0.2293335,0,0,0,1
Turn90Right,114,-320.6986,91.58272,1459.753,2.239856,-81.10493,-22.55617,14.44058,-65.45349,-30.00877,0.0009094238,0.0321022,0.1509399,-0.001037908,-0.00861613,-0.1200576,0.008076636,-0.1349776,0.1906577,0,0,0,1
Turn90Right,115,-320.7152,92.36506,1464.025,2.070395,-81.35809,-25.3218,14.48802,-69.94539,-23.26139,-0.0005544026,0.02607803,0.1424032,-0.005648693,-0.008438619,-0.09218763,0.001581478,-0.1497299,0.2249125,0,0,0,1
Turn90Right,116,-320.783,92.7265,1468.085,1.810761,-81.16407,-28.08387,14.5573,-74.49039,-15.9152,-0.002259318,0.01204809,0.1353271,-0.008654471,0.006467184,-0.09206912,0.002309227,-0.1515002,0.244873,0,0,0,1
Turn90Right,117,-320.9093,92.42683,1471.976,1.402492,-80.32941,-31.39868,14.48372,-77.88158,-4.896803,-0.004209391,-0.009989167,0.1296997,-0.01360898,0.02782186,-0.1104936,-0.002452564,-0.1130397,0.36728,0,0,0,1
Turn90Right,118,-321.1013,91.3388,1475.741,1.405246,-79.17477,-33.6781,14.19913,-78.95321,3.834948,-0.006398519,-0.0362676,0.1255127,9.178321E-05,0.03848826,-0.07598089,-0.009486293,-0.03572083,0.2910584,0,0,0,1
Turn90Right,119,-321.3662,89.96346,1479.425,1.818323,-78.02078,-36.32905,13.32596,-78.38955,14.46572,-0.00883077,-0.04584478,0.1227865,0.01376925,0.03846614,-0.08836479,-0.02910573,0.01878866,0.3543589,0,0,0,1
Turn90Right,120,-321.6902,89.00313,1483.07,2.641723,-77.18809,-38.085,12.045,-77.759,19.69504,-0.01080119,-0.03201091,0.1215088,0.02744666,0.0277565,-0.05853157,-0.04269883,0.02101822,0.1743107,0,0,0,1
Turn90Right,121,-322.0205,88.78338,1486.72,3.743649,-76.86869,-38.01557,10.50298,-78.00343,23.15383,-0.01100871,-0.007324982,0.1216756,0.03673088,0.01064657,0.00231425,-0.05140053,-0.008147431,0.115293,0,0,0,1
Turn90Right,122,-322.3056,88.53391,1490.419,4.09506,-75.9386,-39.90285,9.470515,-78.82296,24.4038,-0.009503174,-0.008315532,0.1232992,0.01171371,0.03100306,-0.06290932,-0.03441556,-0.02731781,0.0416659,0,0,0,1
Turn90Right,123,-322.4942,88.03856,1494.21,4.086502,-73.41805,-44.46829,8.904104,-79.92374,20.69961,-0.006287639,-0.01651179,0.1263712,-0.0002852758,0.08401845,-0.1521814,-0.01888037,-0.03669256,-0.1234732,0,0,0,1
Turn90Right,124,-322.535,88.43659,1498.137,3.443497,-71.42318,-47.25484,8.710845,-81.01186,15.91604,-0.001359049,0.01326777,0.1308879,-0.02143349,0.06649552,-0.09288495,-0.006441975,-0.03627065,-0.1594524,0,0,0,1
Turn90Right,125,-322.3766,90.24415,1502.243,1.675779,-68.45004,-50.64528,7.943346,-82.08318,7.193567,0.005280558,0.06025187,0.1368652,-0.05892394,0.09910456,-0.1130149,-0.02558332,-0.03571091,-0.290749,0,0,0,1
Turn90Right,126,-321.9676,90.51058,1506.571,-0.2000937,-63.88022,-51.8371,7.212384,-81.82291,0.295167,0.0136322,0.008881124,0.144283,-0.0625291,0.1523275,-0.0397274,-0.02436539,0.008675639,-0.2299467,0,0,0,1
Turn90Right,127,-321.5177,90.14005,1511.166,-2.501532,-59.91469,-50.27436,6.248084,-81.06582,-5.602488,0.01499634,-0.01235097,0.1531535,-0.07671462,0.1321842,0.05209135,-0.03214334,0.02523651,-0.1965885,0,0,0,1
Turn90Right,128,-321.262,89.90362,1516.07,-4.836135,-58.06145,-45.02989,5.877915,-80.56901,-10.74348,0.008523559,-0.007881165,0.1634766,-0.07782008,0.06177457,0.1748159,-0.01233894,0.01656036,-0.1713663,0,0,0,1
Turn90Right,129,-321.1871,90.11612,1520.952,-6.190751,-57.96794,-40.59187,5.791725,-80.57138,-14.36464,0.002496338,0.007083384,0.1627238,-0.04515386,0.003117244,0.1479338,-0.002873007,-7.909139E-05,-0.1207055,0,0,0,1
Turn90Right,130,-321.2796,90.50622,1525.467,-7.355538,-59.30938,-35.96545,5.986529,-80.77767,-17.83975,-0.003083293,0.01300329,0.1505086,-0.03882626,-0.04471474,0.1542141,0.006493473,-0.006876373,-0.115837,0,0,0,1
Turn90Right,131,-321.5261,90.96585,1529.642,-8.745834,-61.89847,-30.47082,6.199779,-81.14398,-20.81956,-0.008216349,0.0153211,0.1391642,-0.0463432,-0.08630308,0.1831543,0.007108323,-0.01221034,-0.09932696,0,0,0,1
Turn90Right,132,-321.9132,91.38699,1533.503,-10.80865,-67.07761,-22.14433,6.524481,-81.6264,-23.98624,-0.01290487,0.01403809,0.1286906,-0.06876055,-0.1726378,0.2775499,0.01082341,-0.01608073,-0.105556,0,0,0,1
Turn90Right,133,-322.4276,91.66159,1537.076,-12.39621,-71.52766,-14.3652,7.06726,-82.18102,-25.61835,-0.01714478,0.009153238,0.1190918,-0.05291856,-0.1483353,0.2593043,0.01809262,-0.01848704,-0.05440369,0,0,0,1
Turn90Right,134,-323.0558,91.6816,1540.387,-14.28287,-76.05697,-2.207716,7.926647,-82.51651,-26.61871,-0.02094116,0.0006670634,0.1103678,-0.06288885,-0.1509768,0.4052493,0.02864625,-0.01118317,-0.03334541,0,0,0,1
Turn90Right,135,-323.7845,91.33899,1543.462,-15.44859,-77.77799,6.512288,8.385956,-82.42043,-27.7189,-0.02428894,-0.01142044,0.1025146,-0.0388573,-0.05736745,0.2906668,0.01531029,0.00320282,-0.03667291,0,0,0,1
Turn90Right,136,-324.6002,90.78309,1546.328,-16.57807,-77.9271,13.826,8.460956,-81.96735,-28.71135,-0.02719116,-0.01853002,0.0955363,-0.03764931,-0.004970296,0.2437905,0.002499994,0.01510264,-0.03308157,0,0,0,1
Turn90Right,137,-325.4896,90.23804,1549.011,-17.35641,-77.85397,19.24981,8.224794,-81.23186,-29.55519,-0.02964681,-0.01816813,0.08942871,-0.02594471,0.002437592,0.1807934,-0.007872041,0.02451604,-0.02812812,0,0,0,1
Turn90Right,138,-326.4393,89.70785,1551.537,-17.33907,-78.26765,22.28514,8.416387,-80.28857,-31.98995,-0.0316569,-0.01767324,0.08419596,0.0005780538,-0.01378937,0.1011777,0.006386407,0.03144302,-0.08115864,0,0,0,1
Turn90Right,139,-327.4359,89.19649,1553.932,-17.20369,-78.79917,21.4284,8.84109,-79.21207,-34.42429,-0.03322042,-0.01704534,0.07983805,0.004512787,-0.01771723,-0.0285579,0.01415679,0.03588333,-0.08114478,0,0,0,1
Turn90Right,140,-328.4661,88.70793,1556.222,-17.71756,-79.18131,17.96494,8.417932,-78.07693,-37.67958,-0.03433838,-0.0162852,0.07634684,-0.01712894,-0.01273804,-0.1154486,-0.01410529,0.03783798,-0.1085097,0,0,0,1
Turn90Right,141,-329.5163,88.24618,1558.434,-17.73224,-79.14688,15.41694,8.565039,-76.95778,-39.608,-0.03500773,-0.01539179,0.07373454,-0.0004894257,0.001147715,-0.08493347,0.004903571,0.03730519,-0.06428058,0,0,0,1
Turn90Right,142,-330.533,88.15125,1560.594,-17.08322,-78.79504,12.2467,9.358993,-75.92918,-41.6805,-0.03388977,-0.003164419,0.071993,0.02163404,0.0117279,-0.1056746,0.02646513,0.0342865,-0.06908315,0,0,0,1
Turn90Right,143,-331.4729,88.76954,1562.728,-15.54848,-79.12249,8.707354,10.87262,-75.10886,-43.28185,-0.03132833,0.02060979,0.07112224,0.05115776,-0.01091487,-0.1179782,0.05045427,0.02734426,-0.05337842,0,0,0,1
Turn90Right,144,-332.3381,90.11437,1564.862,-14.34634,-80.52345,5.674335,11.34641,-74.57983,-44.20834,-0.02884115,0.04482778,0.07113037,0.04007161,-0.04669876,-0.1011006,0.01579307,0.01763407,-0.0308829,0,0,0,1
Turn90Right,145,-333.131,91.55409,1567.022,-13.46127,-82.12201,2.568459,11.40329,-74.36469,-44.33059,-0.02642924,0.04799067,0.0720052,0.02950214,-0.05328522,-0.1035292,0.001895841,0.007171631,-0.004075241,0,0,0,1
Turn90Right,146,-333.8537,92.51006,1569.235,-12.89941,-83.09216,0.3643718,11.02381,-74.48599,-43.13688,-0.02409058,0.03186544,0.07375488,0.01872886,-0.03233821,-0.07346957,-0.01264941,-0.004043579,0.03979034,0,0,0,1
Turn90Right,147,-334.5085,93.07538,1571.526,-13.0425,-83.41237,-2.550371,9.269181,-74.96632,-40.42619,-0.02182821,0.0188441,0.07638346,-0.004769834,-0.01067378,-0.09715808,-0.05848748,-0.01601079,0.09035632,0,0,0,1
Turn90Right,148,-335.0977,93.34322,1573.8,-13.10092,-83.62777,-4.568234,8.013276,-76.0434,-37.72836,-0.0196401,0.008927917,0.07578125,-0.001947276,-0.007180023,-0.06726213,-0.0418635,-0.03590291,0.08992793,0,0,0,1
Turn90Right,149,-335.6235,93.40669,1575.943,-13.1053,-83.76153,-6.64828,6.413621,-77.70255,-32.95966,-0.01752523,0.002115885,0.07144368,-0.0001460393,-0.004458618,-0.06933486,-0.05332182,-0.05530472,0.1589565,0,0,0,1
Turn90Right,150,-336.0881,93.35895,1577.959,-13.01077,-83.83685,-7.961337,5.498629,-79.58732,-28.97283,-0.01548564,-0.001591492,0.06721599,0.003151194,-0.00251058,-0.04376855,-0.03049975,-0.06282578,0.1328942,0,0,0,1
Turn90Right,151,-336.4937,93.29312,1579.852,-12.74823,-83.87689,-8.778235,4.934121,-81.34134,-24.3946,-0.01352132,-0.002194214,0.06310222,0.008751265,-0.00133489,-0.02722996,-0.01881693,-0.05846735,0.1526079,0,0,0,1
Turn90Right,152,-336.8426,93.30235,1581.625,-13.31527,-83.90486,-9.750506,3.433977,-82.72407,-20.31968,-0.01163025,0.0003077189,0.05909017,-0.01890151,-0.000932312,-0.03240903,-0.05000482,-0.04609095,0.1358304,0,0,0,1
Turn90Right,153,-337.1371,93.36624,1583.281,-13.6,-83.94395,-11.44906,2.041208,-83.7599,-15.60828,-0.009814453,0.002129618,0.05518392,-0.00949103,-0.001302846,-0.05661856,-0.04642563,-0.03452759,0.1570466,0,0,0,1
Turn90Right,154,-337.3793,93.4041,1584.823,-13.43725,-84.01733,-12.66865,1.348839,-84.48969,-12.54098,-0.008073934,0.001261902,0.05139567,0.005424945,-0.002445984,-0.04065275,-0.02307897,-0.02432632,0.1022434,0,0,0,1
Turn180Left,0,-0.812959,93.73209,2.598159,-6.917766,-85.8735,-11.20132,6.614688,-85.96927,-13.04036,-0.02709863,3.124403,0.0866053,-0.2305922,-2.86245,-0.3733774,0.2204896,-2.865642,-0.4346787,0,0,0,1
Turn180Left,1,-0.803178,93.73222,2.529322,-6.94397,-85.86606,-11.17939,6.59202,-85.96137,-13.02786,0.0003260334,4.323324E-06,-0.002294572,-0.0008734862,0.0002482096,0.0007309278,-0.0007555961,0.0002632141,0.0004166285,0,0,0,1
Turn180Left,2,-0.8130668,93.73262,2.473683,-6.953924,-85.85837,-11.17397,6.586647,-85.95309,-13.02722,-0.0003296276,1.322428E-05,-0.001854642,-0.0003317833,0.0002563476,0.0001806577,-0.0001791,0.0002759298,2.145767E-05,0,0,0,1
Turn180Left,3,-0.8235742,93.73325,2.446904,-6.971696,-85.85047,-11.24419,6.572961,-85.9445,-13.0869,-0.0003502468,2.085368E-05,-0.0008926233,-0.0005924066,0.0002632141,-0.002340571,-0.0004561901,0.0002863566,-0.001989301,0,0,0,1
Turn180Left,4,-0.8177327,93.73407,2.458099,-7.021357,-85.84238,-11.38507,6.525356,-85.93568,-13.21741,0.0001947165,2.746582E-05,0.0003731569,-0.001655356,0.0002698262,-0.004695956,-0.00158685,0.000293986,-0.004350503,0,0,0,1
Turn180Left,5,-0.8039857,93.73505,2.492621,-7.095428,-85.83414,-11.50574,6.453525,-85.9267,-13.36152,0.0004582345,3.28064E-05,0.001150759,-0.002469047,0.0002746582,-0.004022376,-0.002394358,0.0002995809,-0.004803435,0,0,0,1
Turn180Left,6,-0.7918353,93.73618,2.530499,-7.157828,-85.82576,-11.56722,6.395823,-85.91761,-13.46196,0.0004050116,3.763835E-05,0.001262585,-0.002079996,0.0002792358,-0.002049351,-0.001923402,0.000302887,-0.003348096,0,0,0,1
Turn180Left,7,-0.7913922,93.7374,2.551759,-7.189718,-85.81729,-11.59832,6.369631,-85.9085,-13.50796,1.477003E-05,4.069011E-05,0.0007086516,-0.001062997,0.0002822876,-0.001036549,-0.0008730571,0.0003036499,-0.001533318,0,0,0,1
Turn180Left,8,-0.7851685,93.7387,2.554678,-7.215273,-85.80875,-11.60984,6.346699,-85.89944,-13.53267,0.000207456,4.323323E-05,9.730657E-05,-0.0008518537,0.0002845764,-0.0003841082,-0.0007644017,0.0003018697,-0.0008238793,0,0,0,1
Turn180Left,9,-0.7484097,93.74004,2.552609,-7.258896,-85.80018,-11.6126,6.301553,-85.89051,-13.54478,0.001225293,4.475912E-05,-6.895066E-05,-0.001454099,0.000285848,-9.206136E-05,-0.001504882,0.0002978007,-0.0004033725,0,0,0,1
Turn180Left,10,-0.7232367,93.74139,2.548191,-7.302084,-85.7916,-11.61742,6.255744,-85.88177,-13.55293,0.0008391023,4.475912E-05,-0.0001472791,-0.001439587,0.0002861023,-0.0001604716,-0.001526976,0.0002914429,-0.0002717972,0,0,0,1
Turn180Left,11,-0.7208485,93.74271,2.553462,-7.326333,-85.78304,-11.6351,6.230822,-85.87329,-13.5658,7.960598E-05,4.399618E-05,0.0001756907,-0.0008082867,0.0002853394,-0.0005892754,-0.0008307298,0.0002825419,-0.0004291534,0,0,0,1
Turn180Left,12,-0.7544208,93.74397,2.569319,-7.349457,-85.77453,-11.65938,6.228461,-85.86515,-13.59207,-0.001119077,4.221598E-05,0.0005285899,-0.0007708073,0.0002835592,-0.0008095742,-7.869403E-05,0.0002713521,-0.0008754095,0,0,0,1
Turn180Left,13,-0.7473723,93.74516,2.581692,-7.398248,-85.7661,-11.67555,6.196514,-85.85741,-13.56989,0.0002349496,3.941854E-05,0.0004124085,-0.001626364,0.000281016,-0.0005389532,-0.001064889,0.0002578735,0.0007391294,0,0,0,1
Turn180Left,14,-0.7306887,93.74622,2.590758,-7.467667,-85.75777,-11.6817,6.124008,-85.85017,-13.53371,0.0005561213,3.534953E-05,0.0003022273,-0.002313964,0.0002774556,-0.0002050718,-0.002416865,0.0002415975,0.001206176,0,0,0,1
Turn180Left,15,-0.7341433,93.74712,2.592494,-7.526589,-85.74959,-11.67594,6.052304,-85.84346,-13.5683,-0.0001151542,3.026327E-05,5.784035E-05,-0.001964076,0.000272878,0.0001921018,-0.00239013,0.0002235413,-0.001153056,0,0,0,1
Turn180Left,16,-0.7478386,93.74786,2.581658,-7.554922,-85.74158,-11.65636,6.000726,-85.83738,-13.58215,-0.000456508,2.441406E-05,-0.0003611883,-0.0009444237,0.0002670288,0.0006525675,-0.001719284,0.0002026876,-0.0004617691,0,0,0,1
Turn180Left,17,-0.7593378,93.74837,2.587019,-7.564171,-85.73376,-11.64194,5.988595,-85.832,-13.5626,-0.0003833075,1.703898E-05,0.0001786947,-0.000308307,0.000260671,0.0004807154,-0.000404342,0.0001792908,0.0006517092,0,0,0,1
Turn180Left,18,-0.7588881,93.74864,2.612993,-7.565845,-85.72617,-11.64885,5.995782,-85.82738,-13.56661,1.499057E-05,9.155274E-06,0.0008658091,-5.580584E-05,0.0002527873,-0.0002303441,0.000239563,0.0001538595,-0.000133578,0,0,0,1
Turn180Left,19,-0.7558472,93.74863,2.643467,-7.571451,-85.71884,-11.67101,5.999289,-85.82361,-13.58721,0.0001013617,-2.543132E-07,0.001015806,-0.0001868725,0.0002443949,-0.0007385254,0.0001168728,0.000125885,-0.000686868,0,0,0,1
Turn180Left,20,-0.7664444,93.74831,2.678273,-7.559968,-85.7118,-11.70232,6.014139,-85.82074,-13.61745,-0.000353241,-1.068115E-05,0.001160193,0.0003827731,0.000234731,-0.001043828,0.0004950205,9.562175E-05,-0.001008002,0,0,0,1
Turn180Left,21,-0.8017101,93.74767,2.717242,-7.519629,-85.70507,-11.73671,6.055358,-85.81886,-13.65037,-0.001175523,-2.161662E-05,0.00129896,0.001344633,0.0002243042,-0.001146317,0.001373974,6.281535E-05,-0.001097107,0,0,0,1
Turn180Left,22,-0.8374803,93.74664,2.760205,-7.475825,-85.69868,-11.76809,6.095974,-85.81802,-13.67899,-0.001192339,-3.433228E-05,0.001432117,0.001460123,0.0002128601,-0.001045863,0.001353852,2.772013E-05,-0.0009541512,0,0,0,1
Turn180Left,23,-325.7213,92.96692,1221.521,-7.778527,-83.02507,-22.83809,5.515038,-83.39095,-23.65925,-10.82946,-0.02599055,40.62536,-0.01009007,0.08912048,-0.3689999,-0.01936453,0.08090261,-0.3326752,0,0,0,1
Turn180Left,24,-325.6891,92.96312,1221.538,-7.805439,-83.01769,-22.76867,5.463723,-83.38025,-23.58257,0.001074219,-0.000126648,0.0005777995,-0.0008970738,0.0002459208,0.002313741,-0.001710494,0.000356547,0.002555847,0,0,0,1
Turn180Left,25,-325.6531,92.95895,1221.557,-7.790127,-83.01004,-22.68723,5.454696,-83.36953,-23.49,0.001200358,-0.000138855,0.0006388346,0.0005104065,0.0002550761,0.002714666,-0.0003009001,0.00035731,0.003085772,0,0,0,1
Turn180Left,26,-325.6132,92.95438,1221.579,-7.753475,-83.00221,-22.59868,5.459446,-83.3588,-23.38988,0.001331584,-0.0001523336,0.0007039388,0.001221752,0.0002609253,0.002951813,0.0001583258,0.0003578186,0.003337415,0,0,0,1
Turn180Left,27,-325.5692,92.94938,1221.602,-7.742418,-82.99434,-22.50792,5.449452,-83.34806,-23.29055,0.001465861,-0.0001668294,0.000773112,0.0003685475,0.0002624512,0.003025373,-0.0003331343,0.0003578186,0.003310776,0,0,0,1
Turn180Left,28,-325.521,92.94389,1221.627,-7.768447,-82.98651,-22.41986,5.396193,-83.33733,-23.20037,0.001605225,-0.0001831055,0.0008382162,-0.0008676211,0.0002609253,0.002935219,-0.001775297,0.0003578186,0.003005981,0,0,0,1
Turn180Left,29,-325.4685,92.93787,1221.654,-7.807349,-82.97884,-22.33942,5.315281,-83.32661,-23.12769,0.001750692,-0.0002006531,0.0009114583,-0.001296727,0.000255839,0.002681287,-0.002697055,0.0003570557,0.002422969,0,0,0,1
Turn180Left,30,-325.4115,92.93128,1221.684,-7.829825,-82.97144,-22.27151,5.248436,-83.31592,-23.08084,0.001899211,-0.0002194722,0.0009887696,-0.0007492224,0.0002466837,0.002263705,-0.002228181,0.000356547,0.001561673,0,0,0,1
Turn180Left,31,-325.3499,92.9295,1221.716,-7.839763,-82.96441,-22.21611,5.206262,-83.30526,-23.06817,0.002053833,-5.925497E-05,0.001062012,-0.0003312429,0.0002342224,0.001846759,-0.001405795,0.0003552755,0.0004220963,0,0,0,1
Turn180Left,32,-325.2836,92.93672,1221.75,-7.841046,-82.95787,-22.16895,5.175838,-83.29465,-23.0781,0.002211507,0.0002405802,0.001143392,-4.277229E-05,0.0002179464,0.00157191,-0.001014153,0.0003537496,-0.0003308614,0,0,0,1
Turn180Left,33,-325.2123,92.9511,1221.787,-7.837561,-82.95192,-22.12858,5.140132,-83.28408,-23.09306,0.002376302,0.000479126,0.001224772,0.0001161575,0.0001983643,0.001345889,-0.00119017,0.0003522237,-0.0004987717,0,0,0,1
Turn180Left,34,-325.136,92.9708,1221.826,-7.833194,-82.94667,-22.09352,5.103601,-83.27358,-23.11247,0.002543132,0.0006568909,0.001310221,0.0001455784,0.0001749674,0.001168505,-0.001217699,0.0003499349,-0.0006469727,0,0,0,1
Turn180Left,35,-325.0545,92.99402,1221.868,-7.831777,-82.94224,-22.06233,5.0707,-83.26315,-23.13574,0.002717082,0.0007738749,0.00139974,4.722277E-05,0.0001477559,0.001039823,-0.00109671,0.0003476461,-0.0007757823,0,0,0,1
Turn180Left,36,-324.9677,93.01891,1221.913,-7.831246,-82.93872,-22.03353,5.045885,-83.25281,-23.16229,0.002894084,0.0008295695,0.001489258,1.769066E-05,0.0001172384,0.0009597779,-0.0008271853,0.0003448486,-0.0008850098,0,0,0,1
Turn180Left,37,-324.8753,93.04365,1221.96,-7.82664,-82.93623,-22.00568,5.019956,-83.24255,-23.19153,0.003077189,0.0008247375,0.001578776,0.0001535575,8.31604E-05,0.0009284973,-0.0008642832,0.0003417969,-0.0009746552,0,0,0,1
Turn180Left,38,-324.7719,93.06641,1222.01,-7.812995,-82.93488,-21.9773,4.990404,-83.23239,-23.22288,0.003447469,0.0007588704,0.001676432,0.0004548232,4.501343E-05,0.0009458542,-0.000985082,0.0003387451,-0.001044846,0,0,0,1
Turn180Left,39,-324.6534,93.08537,1222.064,-7.78535,-82.93476,-21.94694,4.971727,-83.22234,-23.25574,0.003949992,0.0006319682,0.001774089,0.0009214878,3.814697E-06,0.001011976,-0.0006225586,0.0003349304,-0.001095517,0,0,0,1
Turn180Left,40,-324.5223,93.0987,1222.12,-7.738745,-82.93601,-21.91314,4.978426,-83.20939,-23.28954,0.004371135,0.0004442851,0.001875814,0.00155352,-4.170736E-05,0.001126734,0.0002232869,0.0004318237,-0.001126607,0,0,0,1
Turn180Left,41,-324.3809,93.10457,1222.179,-7.646491,-82.93871,-21.87444,5.024998,-83.18979,-23.32369,0.004711914,0.0001955668,0.001977539,0.003075123,-9.002686E-05,0.001290131,0.001552423,0.0006533305,-0.001138179,0,0,0,1
Turn180Left,42,-324.2318,93.10114,1222.213,-7.553359,-82.94299,-21.82937,5.08652,-83.16244,-23.3576,0.004970296,-0.0001141866,0.001106771,0.003104401,-0.0001426697,0.001502355,0.002050718,0.0009117126,-0.001130295,0,0,0,1
Turn180Left,43,-324.0773,93.08661,1222.2,-7.56159,-82.94894,-21.77647,5.040649,-83.12625,-23.39068,0.005149333,-0.0004844666,-0.000406901,-0.0002743562,-0.0001983643,0.001763153,-0.001529026,0.001206207,-0.001102765,0,0,0,1
Turn180Left,44,-323.92,93.05913,1222.157,-7.69381,-82.95669,-21.71429,4.832681,-83.08013,-23.42235,0.005244954,-0.000916036,-0.001428223,-0.004407326,-0.0002581278,0.002072716,-0.006932274,0.001537323,-0.001055781,0,0,0,1
Turn180Left,45,-323.7621,93.01688,1222.099,-7.894465,-82.96633,-21.64136,4.554194,-83.02299,-23.45203,0.00526123,-0.001408386,-0.001944987,-0.006688531,-0.0003214518,0.002430916,-0.009282875,0.001904551,-0.0009892146,0,0,0,1
Turn180Left,46,-323.6063,92.95803,1222.04,-8.148584,-82.98453,-21.55623,4.240572,-82.95374,-23.45535,0.005196126,-0.001961517,-0.001965332,-0.00847063,-0.0006065369,0.002837881,-0.01045408,0.002308401,-0.0001107534,0,0,0,1
Turn180Left,47,-323.4548,92.88075,1221.995,-8.463201,-82.98984,-21.5347,3.847834,-82.87128,-23.56557,0.005048625,-0.002575938,-0.001493327,-0.01048721,-0.000177002,0.000717481,-0.01309126,0.002748871,-0.003673744,0,0,0,1
Turn180Left,48,-323.3102,92.78323,1221.98,-8.615134,-82.94016,-21.57516,3.572242,-82.77452,-23.83933,0.004821777,-0.003250885,-0.0005126953,-0.005064456,0.001655833,-0.001348432,-0.009186403,0.003225199,-0.009125519,0,0,0,1
Turn180Left,49,-323.1748,92.66361,1222.009,-8.835624,-82.79343,-21.55989,3.301877,-82.66237,-24.09685,0.004511515,-0.003987121,0.0009562175,-0.00734965,0.004891205,0.0005086899,-0.009012151,0.003738403,-0.008584086,0,0,0,1
